county_fips,state_fips,census_division,population,ypll_2019,health_behaviors,social_economic,physical_environment,medicaid_expansion,dv21_ypll,ct6_hospital_deaths,mo14_pct,mo21_pct,rn_fte_per_1000_adjpd,rn_fte_per_bed,rn_vacancy_rate,contract_rn_share,capex_per_adjpd,capex_per_sqft,adjpd_weighted_cbsa_hhi,hcris_operating_margin,hcris_total_margin,hcris_days_cash_on_hand,county_hhi,ln_capex_per_adjpd,ln_capex_per_sqft,hcris_operating_margin_w,hcris_total_margin_w,hcris_days_cash_on_hand_w,ln_hcris_days_cash_on_hand,county_hhi_per_1000,adjpd_weighted_cbsa_hhi_per_1000,rn_fte_per_1000_adjpd_missing,rn_fte_per_bed_missing,rn_vacancy_rate_missing,contract_rn_share_missing,ln_capex_per_adjpd_missing,ln_capex_per_sqft_missing,county_hhi_per_1000_missing,adjpd_weighted_cbsa_hhi_per_1000_missing,hcris_operating_margin_w_missing,hcris_total_margin_w_missing,ln_hcris_days_cash_on_hand_missing,mo14_any,mo21_any,log_population
20047,20,6,2849,,28.0854574537210193986,16.76436443276703425585,1.76312676891684532540,0,24003.75,973.40040954585214797272688991251269000000,0E-20,0E-20,1.75582348121268875000,1.2500000000000000,,,,,76.649069730835299558327720000,-0.38464358289927158653,-0.12884880444618717376,46.7854476918342442,10000.00000000000000000000,,,-0.3846435828992716,-0.12884880444618718,46.78544769183424,3.866721151552235,10.0,0.0766490697308353,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.954723334497908
20049,20,6,2453,,22.1381614902548517441,22.58837299695238503270,2.24139183014631272260,0,9317.9775390625,868.96999017474419694010197958872335000000,0,0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.8050670442584895
20051,20,6,28921,7363,40.9927003188431263018,11.35555037418380381230,1.68760914653539657560,0,5938.17919921875,149.84573244204694127545844199979820000000,0E-24,100.0000000000000000,4.96269760410162027000,2.8761904761904762,0.14929577464788732394,0.09850746268656716418,130.8902290728629178,13.2367822357236513,10000.00000000000000000000,-0.10343269740977775737,0.00079704338767015328,15.8641480785303957,10000.00000000000000000000,4.881969978684135,2.6558289138570923,-0.10343269740977776,0.0007970433876701532,15.864148078530397,2.8251899530681714,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.272323253821503
20053,20,6,6374,8807,23.45502678066492084776,11.35063491081818936908,2.08062575608491897520,0,6797.91943359375,202.68103593151011047907075154594008000000,0E-20,0E-20,3.64047200602560884000,1.5263157894736842,,,,,76.649069730835299558327720000,-0.32182582113895778434,-0.08985551059530618781,12.2486102515477081,10000.00000000000000000000,,,-0.3218258211389578,-0.08985551059530619,12.248610251547708,2.5838926602555947,10.0,0.0766490697308353,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.759982494977281
20055,20,6,38187,6468,58.9803468625247478281,11.89330494478344914085,1.80585094690322874990,0,9207.021484375,193.19562119733435453908895195093204000000,0E-24,0E-24,2.82375307537463655000,1.0100000000000000,0E-20,,49.2744911652874077,2.3495887269867086,10000.00000000000000000000,-0.06291877625232103032,-0.00672289680145697745,326.6160789289064954,10000.00000000000000000000,3.917497814578903,1.2088375702366903,-0.06291877625232103,-0.006722896801456977,326.6160789289065,5.79184243175405,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.550250422538545
20057,20,6,34212,6254,44.6101729328930382279,10.0051225551962852495,2.07234760373830795240,0,7388.88818359375,190.94240710234536488626156944075427000000,0E-24,0E-24,4.30466485109373627000,0.49494949494949494949,,,,,10000.00000000000000000000,-0.07062477182441056873,-0.06645321399002641170,95.4430190943180341,10000.00000000000000000000,,,-0.07062477182441057,-0.0664532139900264,95.44301909431803,4.568952358238955,10.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.440331738700673
20059,20,6,25968,6907,30.6930635401606559757,10.54544449146836994950,2.4199497818946838410,0,8897.2158203125,181.04659067201420703836582813418238000000,0E-24,0E-24,3.96409000816136178000,2.2666666666666667,0.10526315789473684211,0.04225352112676056338,152.8846333216742451,23.4088133959333774,10000.00000000000000000000,0.00219504844948386388,0.06945366857458099638,16.9052401661217708,10000.00000000000000000000,5.036203187397488,3.194944271831792,0.002195048449483864,0.06945366857458099,16.90524016612177,2.8850934167154656,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.164620289754373
20061,20,6,36247,9109,115.7540346549451351587,10.90261628404259681705,2.4050769865512847940,0,11525.10546875,280.90668763625584252180220116891628000000,0E-24,0E-24,8.23605242426412662000,1.7164179104477612,0.02542372881355932203,,159.8641409439232257,6.3594957264957265,3615.98422356154027480000,-0.28410909071258944477,0.09711629923522205157,0.35844979304760170277,8238.79014980485068160000,5.080560163677992,1.99599141497172,-0.28410909071258944,0.09711629923522205,0.3584497930476017,0.3063441915624499,8.238790149804851,3.61598422356154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.498111898237447
20063,20,6,2758,,2.4378644998304573404,14.71350767567915999530,1.6174766898155212350,0,5103.53369140625,344.34796989362034127714184846374916000000,0E-20,0E-20,4.25459496255956433000,1.1904761904761905,0.03846153846153846154,0E-20,40.2995234853641933,2.8524965367704632,76.649069730835299558327720000,-0.35304805975139518598,-0.12069871647794773194,83.7887257542745000,10000.00000000000000000000,3.720850962015781,1.3487213892553283,-0.3530480597513952,-0.12069871647794773,83.7887257542745,4.440162582948174,10.0,0.0766490697308353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.922261058353247
20065,20,6,2430,,22.6114804190330234854,20.20760126266628503235,1.5897501528263092150,0,8737.126953125,882.24049142816455632385025669979539000000,0E-20,0E-20,2.10111621799080762000,1.0666666666666667,0E-20,0E-20,29.4484569927774130,5.8555500430843147,76.649069730835299558327720000,-0.28506349184436954837,0.04755330578768204514,31.7568959473645682,10000.00000000000000000000,3.416035319399956,1.925058549486612,-0.2850634918443695,0.04755330578768204,31.75689594736457,3.4891135031942326,10.0,0.0766490697308353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.795646536334594
20067,20,6,7336,6143,27.7281951279938225237,8.63997501306235796277,1.7476188331842422450,0,6787.4677734375,341.97458300709434075610505988934942000000,0E-20,0E-20,1.45802957717142262000,0.26923076923076923077,0E-20,0E-20,75.7408873151426786,2.9424587922091584,76.649069730835299558327720000,,,,10000.00000000000000000000,4.34043464736784,1.3718045876023743,,,,,10.0,0.0766490697308353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.9005490139363
20069,20,6,5719,6948,22.7962826801836490627,11.00931881222873928023,2.04644582346081732680,0,7742.6787109375,494.60685171775831734637559885507778000000,0,0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.651549243915316
20071,20,6,1279,,33.3379903730098633156482,14.75779305281279769130,1.49803598299622534700,0,14363.2890625,1203.14119168021858141951473186516984000000,0E-24,0E-24,0.93109869646182495000,0.64000000000000000000,,,,,76.649069730835299558327720000,-0.18339015037207041500,-0.02338401181138123907,123.9341371126084390,10000.00000000000000000000,,,-0.1833901503720704,-0.02338401181138124,123.93413711260844,4.827786695340951,10.0,0.0766490697308353,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.153833801578843
20073,20,6,6001,12277,21.0596637766063215679,16.85489573692902971175,2.51098848134279250700,0,10190.1787109375,206.58565770479152769268175361421742000000,0E-24,0E-24,1.95783132530120482000,1.0400000000000000,,,,,76.649069730835299558327720000,-0.28978423493799128168,-0.01518013926546899061,27.5881455207559213,10000.00000000000000000000,,,-0.28978423493799127,-0.015180139265468991,27.588145520755923,3.3529921396188755,10.0,0.0766490697308353,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.699681400989514
20075,20,6,2520,,20.5707950006425379129,18.03582597104832529500,1.5680261366069316970,0,10698.5283203125,522.25937219248040053772494513852813000000,0E-20,0E-20,2.52935862691960253000,0.56000000000000000000,,,,,76.649069730835299558327720000,-0.09576475728157899663,0.02502113466680070235,70.4781928179570741,10000.00000000000000000000,,,-0.095764757281579,0.025021134666800702,70.47819281795708,4.269392407626311,10.0,0.0766490697308353,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.832014180505469
20077,20,6,5457,10467,28.25211949422955552482,18.21058867791667546190,2.3519337400794029340,0,9774.720703125,240.60689271414601013817272778512194000000,0E-24,0E-24,2.11029825548677546000,1.8750000000000000,0E-20,0E-20,3.7409960607765898,0.85091200000000000000,76.649069730835299558327720000,-0.49163776912521615346,-0.13153849173049484591,166.3226774647432928,10000.00000000000000000000,1.556247253035137,0.6156784905919501,-0.4916377691252162,-0.13153849173049484,166.3226774647433,5.119924148506349,10.0,0.0766490697308353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.604654467186231
20079,20,6,33959,6841,31.6730991545319557550,13.03748464213684206625,2.0654027327895164380,0,8978.8427734375,156.27814489965842369465446475888791000000,0E-24,0E-24,3.08714571327766671000,1.5328467153284672,,,,,2899.17070577479291020000,-0.09534289036149150059,0.04945588888646446167,105.4877486368740309,7072.01980816513024120000,,,-0.0953428903614915,0.04945588888646446,105.48774863687403,4.6680299422588165,7.07201980816513,2.899170705774793,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43290919358419
20081,20,6,3735,,13.4674776014685628500,11.49991669312119487052,1.7989626184105873010,0,6352.921875,659.99614143500787472226824898974685000000,0E-24,0E-24,0.44460499624864534000,0.27118644067796610169,,0E-20,29.7024203184483286,,76.649069730835299558327720000,-0.27922971082417913431,-0.07487778633451581821,6.7869571479766882,10000.00000000000000000000,3.424341489220094,,-0.27922971082417913,-0.07487778633451582,6.786957147976688,2.052450173558863,10.0,0.0766490697308353,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.225503097566918
20083,20,6,1770,,21.3119164875082703157,17.47698097467422466493,1.7121925443410873420,0,15469.193359375,1934.59014407338955044831441210490943000000,0E-24,0E-24,0.80367906416037862000,0.72000000000000000000,0E-20,0.10000000000000000000,5.0042862883421887,3.0571436364628225,76.649069730835299558327720000,-0.14220356048891813971,0.06452321328142174727,134.5497972212548291,10000.00000000000000000000,1.7924735955694953,1.4004791881977354,-0.14220356048891813,0.06452321328142174,134.54979722125483,4.90933907997347,10.0,0.0766490697308353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.478734825567875
20085,20,6,13274,8430,31.6304184463620185731,14.34708160664886203305,2.2418705731630325410,0,7928.59228515625,103.11250123322470218057677595200385000000,0E-24,0E-24,2.98284862043251305000,3.1428571428571429,0.10204081632653061224,0E-20,14.3536031455494543,3.0927097179416018,3142.17673869209812580000,-0.13051108160149620518,-0.01751302871948078164,32.4223997561887803,10000.00000000000000000000,2.7313501790969026,1.4092072734075254,-0.13051108160149621,-0.01751302871948078,32.42239975618878,3.50922632657941,10.0,3.1421767386920982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.49356251370587
20087,20,6,18387,7359,19.7577834315598013391,14.10925141071900758141,2.52316880971193313180,0,7800.6640625,189.67930725854249800342585099682201000000,0E-24,0E-24,0.40928869932359657000,0.27536231884057971014,,,,,3142.17673869209812580000,-0.08698017975686424573,0.15080015080680103887,69.3068979442274386,10000.00000000000000000000,,,-0.08698017975686424,0.15080015080680104,69.30689794422744,4.252869915542524,10.0,3.1421767386920982,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.819399172153842
20089,20,6,2929,,2.5188842025704709400,14.42560661006718882235,1.99701653718948363720,0,5231.482421875,435.18581017589594534591366343473490000000,0E-24,0E-24,0.57131974861931061000,0.36000000000000000000,,0.18181818181818181818,,,76.649069730835299558327720000,-0.14409625867903483205,0.09807857118584082532,86.7509589248939299,10000.00000000000000000000,,,-0.14409625867903483,0.09807857118584083,86.75095892489394,4.474502790205285,10.0,0.0766490697308353,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.982416346827733
20091,20,6,610742,4287,30.9113958688825372931,8.13360775010660297059,1.7417873755097389170,0,4774.0986328125,79.893191978750731464341213105744518468000000,28.7241492270880018,70.5683371947282464,3.72806601086254700000,1.6671974522292994,0.16926738957947632901,0.04933414043583535109,168.8087838030308785,42.4497440499943441,1328.51914182730588898540000,0.08302492659502199961,0.12366047633522290561,66.703598510478505380018375,1642.537233333920789000000,5.1346730028280385,3.7716049610149796,0.083024926595022,0.12366047633522291,66.7035985104785,4.2151393322793025,1.6425372333339208,1.328519141827306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.322429890384997
20093,20,6,3964,7670,41.5385500960052013211,13.43661555144935851685,1.66305480003356932580,0,7695.46875,665.87423268293192623842024772426022000000,0E-24,0E-24,0.54418967216249209000,0.37000000000000000000,0.07500000000000000000,0.02631578947368421053,18.7493197629097969,11.0301281441167055,76.649069730835299558327720000,-0.11339854154713617062,0.06842778849532958948,133.8331835975066646,10000.00000000000000000000,2.983119048369664,2.4874141819761313,-0.11339854154713618,0.06842778849532959,133.83318359750666,4.904038337304529,10.0,0.0766490697308353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.285008895449879
20095,20,6,7369,14647,20.1990752936899661708,16.48405038535594973835,2.27201496511697768760,0,23532.373046875,649.47223002096539688956138071176678000000,0E-24,0E-24,3.07606263982102908000,1.4347826086956522,0E-20,0E-20,92.0628262490678598,16.0933680951605019,76.649069730835299558327720000,-0.14838919149946014169,0.03418343262599516905,118.3692134144401573,10000.00000000000000000000,4.533274816136596,2.8386905575904726,-0.14838919149946014,0.03418343262599517,118.36921341444015,4.78222132361083,10.0,0.0766490697308353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.905037290767
20097,20,6,2445,,42.0330260318517685251,17.43867649033665675090,1.77799536138772963440,0,10692.564453125,582.19536522102936992420696749001674000000,0E-20,0E-20,1.50255434238204948000,1.00000000000000000000,,,7.5944104978463388,1.6618807540552389,76.649069730835299558327720000,-0.32187725938071690273,-0.04232739039534370633,67.6629335019505137,10000.00000000000000000000,2.1511120498446354,0.9790329233479428,-0.32187725938071693,-0.04232739039534371,67.66293350195052,4.229209512167112,10.0,0.0766490697308353,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.801800401908973
20099,20,6,20096,10198,38.7437760011851791580,12.4240639722906053513,2.61601637601852416560,0,10527.7451171875,271.68747816354666860037955396059447000000,0E-24,45.4853079324033576,1.57577349266154204000,0.68421052631578947368,0.11363636363636363636,0E-20,61.0601420216365822,10.4355976708093299,76.649069730835299558327720000,-0.17172088517026348746,-0.02085819789473649391,87.9406796393344814,5042.80873743590039240000,4.128103947474537,2.4367310929046266,-0.1717208851702635,-0.020858197894736495,87.94067963933448,4.487969626601976,5.0428087374359,0.0766490697308353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.908276069267925
20101,20,6,1528,,33.74727225402905142305,15.38145651808170763980,1.6095929577946662870,0,16015.5986328125,1296.04413385298497686218775030388587000000,0E-24,0E-24,0.31086472203512771000,0.24000000000000000000,,0E-20,7.9108854463499301,7.1870087079312779,76.649069730835299558327720000,-0.21416789148265104228,-0.02382115794414607259,150.3043975924586722,10000.00000000000000000000,2.1872736132398987,2.1025485940228252,-0.21416789148265103,-0.023821157944146073,150.30439759245868,5.019293685754992,10.0,0.0766490697308353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.331714969726466
20103,20,6,82050,6216,35.3465974865853790428,10.68530310088768601680,2.2707089051604270890,0,8000.71923828125,146.56464827761812799056512258581405000000,0E-24,0E-24,1.14957629902121789000,0.68627450980392156863,0.18604651162790697674,0E-20,21.2343821848518689,6.7861401519922744,1328.51914182730588898540000,-0.19412023187041914600,-0.17583354035385959046,13.6801396705835855,10000.00000000000000000000,3.1016398378717445,2.052345249539007,-0.19412023187041916,-0.1758335403538596,13.680139670583586,2.6864955374860395,10.0,1.328519141827306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.315084096518238
20105,20,6,2929,,16.3397193969719141395,10.32834708837792274300,2.02452128529548645440,0,9757.615234375,589.77347624125723032121862996259596000000,0E-20,0E-20,4.44642063139172966000,0.71428571428571428571,,,,,76.649069730835299558327720000,-0.27409655351116941301,-0.07694462366396795641,83.1696369282104526,10000.00000000000000000000,,,-0.2740965535111694,-0.07694462366396795,83.16963692821045,4.432834249660782,10.0,0.0766490697308353,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.982416346827733
20107,20,6,9696,9941,24.8633921533823013503,15.9238395442441112380,2.3714216113090515120,0,11418.4765625,248.24222449381445016902442696585627000000,0,0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.179468708309095
20109,20,6,2752,,34.3306797326290440777,16.54761904509738104805,1.7974027693271636860,0,8260.5810546875,483.71186431158447127129369362679496000000,0E-20,0E-20,2.25818592397440723000,0.72000000000000000000,0.14285714285714285714,0.10000000000000000000,2.2953205369464308,0.47302153623413221645,76.649069730835299558327720000,-0.30629704437106887535,-0.09802239173452354252,61.7316950792142843,10000.00000000000000000000,1.1925034430247456,0.38731575803493773,-0.30629704437106886,-0.09802239173452354,61.73169507921428,4.138866823570674,10.0,0.0766490697308353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.920083199053234
20111,20,6,32182,6534,45.1051826228201389066,10.62738407138735063020,2.2468468248844146680,0,7140.21826171875,163.43336852359725781500799804781022000000,0E-24,0E-24,2.20001404264282538000,2.6857142857142857,0.09615384615384615385,0.05050505050505050505,111.2137992370164065,13.6136920996539158,10000.00000000000000000000,-0.18617498012716585221,-0.07801667433792274709,57.9164750054775478,10000.00000000000000000000,4.720405973378406,2.6819589042852923,-0.18617498012716585,-0.07801667433792275,57.91647500547755,4.076120763013791,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.379162569019096
20113,20,6,30085,7075,32.1121541947126388208,15.68001607464626432273,2.0254724934697151240,0,6725.103515625,151.50719410766457962192550740947736000000,0E-24,0E-24,3.76857368458832819000,1.8750000000000000,0.13223140495867768595,0.03669724770642201835,84.2225253032804537,12.3995793901156677,5272.11510829637571090000,-0.12926282309935760532,0.00249044910632920410,10.5339676486627420,5272.11510829637571090000,4.445265780386544,2.5952233176668886,-0.1292628230993576,0.002490449106329204,10.533967648662742,2.4452963903221763,5.272115108296376,5.272115108296376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.311781987654452
20115,20,6,11867,7186,20.28549937531352041042,15.96745900886133297080,2.09941007047891617860,0,8692.8974609375,410.90452060279285800849435096390058000000,0E-24,0E-24,1.00640439158279963000,0.93617021276595744681,0E-20,0E-20,,,76.649069730835299558327720000,-0.19022985021900091098,0.04597415270803995178,330.050097936012551922694419,7938.40532647790592800000,,,-0.1902298502190009,0.04597415270803995,330.05009793601255,5.8022697172053155,7.9384053264779055,0.0766490697308353,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38151671766514
20117,20,6,10014,5649,15.5407895055413250167,15.62176725855097238360,2.33471065014600754760,0,7160.99267578125,419.63095580721544321361623502245312000000,0E-24,0E-24,2.51365172921903441000,1.1600000000000000,0.17142857142857142857,0.21621621621621621622,73.0691687613764410,10.0868571565319358,76.649069730835299558327720000,-0.19587093148243955967,-0.04549063480857694139,53.6445085795579555,10000.00000000000000000000,4.30499936962358,2.405760366837093,-0.19587093148243956,-0.045490634808576944,53.64450857955796,4.000848726125586,10.0,0.0766490697308353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.211739392889891
