Variable,N_nonnull,Mean,SD,Min,Max
mo14_wfaiart,2360,0.11953222510214719,0.2953238766058958,0.0,1.0
mo21_robohos,2360,0.2729881640569299,0.41521439123677095,0.0,1.0
ct5_ypll_per_100k_mid,3131,6077.174058692261,10552.760991181272,0.0,511962.0301507315
ef23_sep_1,2360,59.991621823332885,12.567106235389396,0.0,100.0
fa21_psi_90,2360,1.0185582648758646,0.12738554949376615,0.66,2.54
fa27_mort_30_pn,2360,18.445416582523485,2.466735475318927,10.3,31.4
ef6_op_18b,2360,150.95024663553653,45.98344274937992,38.0,404.84577988305153
