Treatment,Outcome,N,N_Treated,N_Control,ps_min,ps_max,ps_mean,ps_auc,ps_brier,prevalence_treated,clip_01_99_ps_min_t,clip_01_99_ps_max_t,clip_01_99_ps_min_c,clip_01_99_ps_max_c,clip_01_99_w_mean,clip_01_99_w_median,clip_01_99_w_p95,clip_01_99_w_p99,clip_01_99_w_max,clip_01_99_ess_t,clip_01_99_ess_c,clip_005_995_ps_min_t,clip_005_995_ps_max_t,clip_005_995_ps_min_c,clip_005_995_ps_max_c,clip_005_995_w_mean,clip_005_995_w_median,clip_005_995_w_p95,clip_005_995_w_p99,clip_005_995_w_max,clip_005_995_ess_t,clip_005_995_ess_c,clip_02_98_ps_min_t,clip_02_98_ps_max_t,clip_02_98_ps_min_c,clip_02_98_ps_max_c,clip_02_98_w_mean,clip_02_98_w_median,clip_02_98_w_p95,clip_02_98_w_p99,clip_02_98_w_max,clip_02_98_ess_t,clip_02_98_ess_c
mo15_ai_optimize_workflows_pct,ct5_ypll_per_100k_mid,2896,450,2446,0.01,0.9649909738054642,0.1588669382787365,0.8557077314436269,0.09187294095725682,0.15538674033149172,0.01,0.9649909738054642,0.01,0.9187935130565128,1.859900396537273,1.0940359550258858,4.781175879351613,15.854300033144872,100.0,138.73383346561175,2146.338509703966,0.01,0.9649909738054642,0.01,0.9187935130565128,1.859900396537273,1.0940359550258858,4.781175879351613,15.854300033144872,100.0,138.73383346561175,2146.338509703966,0.02,0.9649909738054642,0.02,0.9187935130565128,1.8381255052447016,1.0940359550258858,4.781175879351613,15.854300033144872,50.0,165.43043814945025,2146.9012984426927
mo2_robotics_composite_score,ct5_ypll_per_100k_mid,2896,936,1960,0.01,0.99,0.32664516845653824,0.8780928396999825,0.1263507690818445,0.32320441988950277,0.029893021676377272,0.99,0.01,0.9584504829499696,1.8689771495141752,1.190188022298051,4.824946342068685,13.097273320909878,33.4526235194966,352.6881598550842,1201.101365293183,0.029893021676377272,0.99,0.01,0.9584504829499696,1.8689771495141752,1.190188022298051,4.824946342068685,13.097273320909878,33.4526235194966,352.6881598550842,1201.101365293183,0.029893021676377272,0.98,0.02,0.9584504829499696,1.8693280908649454,1.190188022298051,4.824946342068685,13.097273320909878,33.4526235194966,352.76985944545436,1201.4232931575157
mo21_robotics_in_hospital_pct,ct5_ypll_per_100k_mid,2896,773,2123,0.01,0.99,0.27048066962334166,0.9010005002806081,0.10355357273771712,0.2669198895027624,0.014675931546629316,0.99,0.01,0.9358498530674227,1.8313855067980513,1.1187148317779845,4.722975857805876,13.810422503763359,68.13877516549702,192.88118753343883,1486.4204013061146,0.014675931546629316,0.99,0.01,0.9358498530674227,1.8313855067980513,1.1187148317779845,4.722975857805876,13.810422503763359,68.13877516549702,192.88118753343883,1486.4204013061146,0.02,0.98,0.02,0.9358498530674227,1.8230204460008888,1.1187148317779845,4.722975857805876,13.810422503763359,50.0,208.17098872128068,1487.505347587848
mo1_genai_composite_score,pl1_ypll_rate,2898,567,2331,0.01,0.9727721794621873,0.1991185712989334,0.8467204922231376,0.10699048457516175,0.1956521739130435,0.015715391982169688,0.9727721794621873,0.01,0.9359463616478868,1.8944703495662272,1.1328373820656998,5.570854674607018,15.628009100314241,63.63188402392866,210.86480226461373,1905.301129681369,0.015715391982169688,0.9727721794621873,0.01,0.9359463616478868,1.8944703495662272,1.1328373820656998,5.570854674607018,15.628009100314241,63.63188402392866,210.86480226461373,1905.301129681369,0.02,0.9727721794621873,0.02,0.9359463616478868,1.890027408905396,1.1328373820656998,5.570854674607018,15.628009100314241,50.0,219.15555010186387,1905.6282172868114
mo2_robotics_composite_score,pl1_ypll_rate,2898,936,1962,0.01,0.99,0.3264194883927352,0.8780913205607394,0.1264718441722066,0.32298136645962733,0.02797048624216267,0.99,0.01,0.9571869537939022,1.8657676060605184,1.1925852574334719,4.712374428510925,12.976286244796956,35.75197053573568,356.0779609871839,1211.5726347125458,0.02797048624216267,0.99,0.01,0.9571869537939022,1.8657676060605184,1.1925852574334719,4.712374428510925,12.976286244796956,35.75197053573568,356.0779609871839,1211.5726347125458,0.02797048624216267,0.98,0.02,0.9571869537939022,1.8661137563061378,1.1925852574334719,4.712374428510925,12.976286244796956,35.75197053573568,356.1598945189396,1211.89002398508
mo11_ai_staff_scheduling_pct,pl1_ypll_rate,2898,297,2601,0.01,0.9490705712024908,0.10599833033088024,0.8444615318894443,0.07081868280100832,0.10248447204968944,0.011539557988486899,0.9490705712024908,0.01,0.8969151897931712,1.8259280319793756,1.056836677843699,4.0524808978057765,20.022345801880217,86.65843189121345,109.49678434873705,2457.7170971703385,0.011539557988486899,0.9490705712024908,0.01,0.8969151897931712,1.8259280319793756,1.056836677843699,4.0524808978057765,20.022345801880217,86.65843189121345,109.49678434873705,2457.7170971703385,0.02,0.9490705712024908,0.02,0.8969151897931712,1.8074377049914898,1.056836677843699,4.0524808978057765,20.022345801880217,50.0,121.10596161668462,2458.431434975385
mo12_ai_predict_staff_needs_pct,pl1_ypll_rate,2898,317,2581,0.01,0.9641323606755142,0.11297435797276381,0.8577703846478208,0.07100262020623091,0.10938578329882678,0.012780327710292015,0.9641323606755142,0.01,0.8244258952476378,1.811579882828266,1.0565151334491136,3.943321794032018,19.52627151664557,78.2452549471559,109.70692325887265,2445.0165312930526,0.012780327710292015,0.9641323606755142,0.01,0.8244258952476378,1.811579882828266,1.0565151334491136,3.943321794032018,19.52627151664557,78.2452549471559,109.70692325887265,2445.0165312930526,0.02,0.9641323606755142,0.02,0.8244258952476378,1.795823736858862,1.0565151334491136,3.943321794032018,19.52627151664557,50.0,119.21980820443399,2445.939047494673
mo13_ai_predict_patient_demand_pct,pl1_ypll_rate,2898,335,2563,0.01,0.96640722711434,0.11920162419093183,0.8640882594440982,0.07387203272328673,0.11559696342305038,0.01,0.96640722711434,0.01,0.8420894503860783,1.777741871159117,1.059310943894816,4.127749382368712,16.984792872229786,100.0,114.51922970799131,2401.335559632424,0.01,0.96640722711434,0.01,0.8420894503860783,1.777741871159117,1.059310943894816,4.127749382368712,16.984792872229786,100.0,114.51922970799131,2401.335559632424,0.02,0.96640722711434,0.02,0.8420894503860783,1.7616120601916527,1.059310943894816,4.127749382368712,16.984792872229786,50.0,131.8887896344759,2402.358940386068
mo14_ai_automate_routine_tasks_pct,pl1_ypll_rate,2898,414,2484,0.01,0.9599450366603395,0.14638290946857183,0.8653099644488008,0.08606066979992152,0.14285714285714285,0.0123553714808145,0.9599450366603395,0.01,0.9195093443171148,1.807057514654455,1.080384185146554,4.593238209452154,14.266749001257637,80.93645760087476,133.03888827342126,2202.280867605484,0.0123553714808145,0.9599450366603395,0.01,0.9195093443171148,1.807057514654455,1.080384185146554,4.593238209452154,14.266749001257637,80.93645760087476,133.03888827342126,2202.280867605484,0.02,0.9599450366603395,0.02,0.9195093443171148,1.791150314212563,1.080384185146554,4.593238209452154,14.266749001257637,50.0,149.15910187951573,2203.20398800292
mo15_ai_optimize_workflows_pct,pl1_ypll_rate,2898,450,2448,0.01,0.9655452517975533,0.15875642280552796,0.8557257625272331,0.09186372878470818,0.15527950310559005,0.01,0.9655452517975533,0.01,0.9171400224890917,1.861219983958533,1.0936050710635752,4.807695370849759,15.759205370552264,100.0,137.94510728841476,2149.4653941331007,0.01,0.9655452517975533,0.01,0.9171400224890917,1.861219983958533,1.0936050710635752,4.807695370849759,15.759205370552264,100.0,137.94510728841476,2149.4653941331007,0.02,0.9655452517975533,0.02,0.9171400224890917,1.8391736272803445,1.0936050710635752,4.807695370849759,15.759205370552264,50.0,164.47297370797486,2150.0307920181717
mo21_robotics_in_hospital_pct,pl1_ypll_rate,2898,773,2125,0.01,0.99,0.2702924402725248,0.9006279582984551,0.10390688113886956,0.266735679779158,0.014868583913492186,0.99,0.01,0.9396757432499757,1.8278797572213634,1.1206348220622657,4.742984165084902,12.638896829485297,67.25590048239704,193.90733924856465,1484.2816435710897,0.014868583913492186,0.99,0.01,0.9396757432499757,1.8278797572213634,1.1206348220622657,4.742984165084902,12.638896829485297,67.25590048239704,193.90733924856465,1484.2816435710897,0.02,0.98,0.02,0.9396757432499757,1.816141327784867,1.1206348220622657,4.742984165084902,12.638896829485297,50.0,216.15809850243528,1485.3558754594026
